Year,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+
11,6.9,17.0,1,0,0,0
4,7.1,67.0,1,0,0,0
6,8.6,13.0,0,0,1,0
2,5.8,67.0,1,0,0,0
15,6.3,43.0,0,0,1,0
4,8.2,54.0,1,0,0,0
32,7.5,44.0,0,1,0,0
7,5.2,32.0,1,0,0,0
4,3.9,33.0,1,0,0,0
2,6.3,68.0,0,1,0,0
12,6.6,51.0,0,1,0,0
3,7.1,48.0,1,0,0,0
6,7.1,18.0,0,0,1,0
4,7.9,59.0,1,0,0,0
12,7.5,59.0,0,0,1,0
4,7.7,66.0,1,0,0,0
3,6.5,40.0,1,0,0,0
11,7.6,13.0,0,1,0,0
21,2.9,33.0,0,1,0,0
18,6.2,43.0,0,1,0,0
18,6.5,64.0,0,0,0,1
18,7.5,87.0,1,1,0,0
3,6.5,54.0,1,0,0,0
12,6.7,39.0,1,0,0,0
35,5.1,55.0,0,0,1,0
4,7.9,65.0,1,0,0,0
5,6.7,64.0,0,1,0,0
3,6.5,57.0,0,0,1,0
17,8.5,86.0,1,0,0,0
3,8.1,60.0,1,0,0,0
2,7.2,58.0,0,1,0,0
10,5.4,53.0,0,1,0,0
10,6.4,42.0,0,1,0,0
13,7.4,38.0,0,0,1,0
10,6.8,50.0,0,1,0,0
6,7.3,78.0,1,0,0,0
3,7.5,42.0,0,1,0,0
14,6.8,40.0,0,0,1,0
7,7.3,42.0,1,0,0,0
25,7.5,38.0,0,0,1,0
7,8.3,13.0,0,0,1,0
7,6.2,18.0,0,1,0,0
3,8.0,82.0,0,0,1,0
2,8.2,47.0,0,0,0,1
18,8.5,70.0,0,1,1,0
3,7.0,51.0,1,0,0,0
4,5.8,47.0,1,0,0,0
13,8.3,62.0,1,0,0,0
6,8.3,14.0,0,0,1,0
6,7.2,20.0,0,0,1,0
8,8.5,90.0,0,0,1,0
3,7.2,42.0,0,0,0,1
11,3.8,35.0,0,0,1,0
7,7.6,13.0,0,0,1,0
5,7.3,58.0,0,1,0,0
5,8.1,69.0,1,0,0,0
3,6.5,36.0,1,0,0,0
6,9.3,52.0,0,0,1,0
25,7.7,14.0,0,0,1,0
6,6.5,73.0,1,0,0,0
4,6.4,34.0,1,0,0,0
39,8.5,60.0,0,1,1,0
3,6.8,54.0,1,0,0,0
14,7.1,30.0,0,0,1,0
9,8.1,33.0,0,1,0,0
9,7.1,54.0,1,0,0,0
54,8.6,55.0,0,0,1,0
8,8.3,78.0,0,0,1,0
5,4.9,40.0,0,1,0,0
6,4.4,14.0,0,0,1,0
15,7.5,67.0,0,1,0,0
2,6.6,58.0,1,0,0,0
9,8.1,14.0,0,0,1,0
12,6.5,28.0,0,1,0,0
18,6.3,57.0,0,0,0,1
18,6.5,41.0,0,1,0,0
10,7.4,10.0,0,0,1,0
12,7.1,51.0,0,1,0,0
4,7.0,44.0,1,0,1,0
10,7.0,45.0,0,1,0,0
6,8.3,44.0,0,0,1,0
8,6.3,35.0,1,0,0,0
5,6.3,57.0,0,1,0,0
2,8.3,64.0,0,1,0,0
5,8.2,61.0,1,0,0,0
5,5.9,49.0,1,0,0,0
5,7.7,35.0,0,0,1,0
3,6.8,56.0,1,0,0,0
12,5.3,44.0,0,1,0,0
12,7.3,18.0,0,1,0,0
5,7.9,30.0,0,0,0,1
11,8.1,46.0,0,1,0,0
7,7.5,58.0,0,1,0,0
3,6.2,47.0,1,0,0,0
9,6.2,54.0,0,0,1,0
8,7.8,69.0,0,1,0,0
14,7.6,73.0,0,1,0,0
11,5.1,39.0,0,0,1,0
25,7.9,57.0,0,1,0,0
6,7.8,14.0,0,0,1,0
3,7.5,77.0,1,0,0,0
4,7.8,48.0,1,0,0,0
10,5.7,59.0,1,0,0,0
11,8.4,78.0,1,0,0,0
8,6.3,24.0,0,0,1,0
5,6.2,59.0,0,0,1,0
5,7.2,55.0,1,0,0,0
6,7.8,13.0,0,0,1,0
8,5.4,56.0,1,0,0,0
7,8.4,57.0,1,0,0,0
57,7.2,38.0,0,0,1,0
5,8.8,63.0,1,0,0,0
6,7.4,55.0,1,0,0,0
8,5.1,28.0,1,0,0,0
23,7.6,74.0,0,1,0,0
18,8.3,77.0,0,0,1,0
11,5.6,42.0,0,1,0,0
11,8.1,10.0,0,0,1,0
12,7.5,34.0,0,1,0,0
3,4.2,19.0,0,1,0,0
23,6.7,13.0,0,1,0,0
6,8.4,63.0,1,0,0,0
2,6.5,66.0,0,0,0,1
3,6.8,31.0,0,0,1,0
14,8.1,37.0,0,0,1,0
4,6.0,37.0,1,0,0,0
5,7.5,50.0,1,0,0,0
89,8.6,62.0,0,1,0,0
11,6.2,22.0,0,1,0,0
6,8.9,14.0,0,0,1,0
3,5.7,44.0,1,0,0,0
7,8.6,84.0,0,1,0,0
7,7.3,17.0,0,0,1,0
7,6.5,40.0,0,0,1,0
18,7.1,54.0,0,1,0,0
9,8.0,77.0,1,0,1,0
10,5.3,42.0,0,0,0,1
9,7.9,78.0,0,0,1,0
3,7.2,49.0,0,0,1,0
11,6.6,45.0,1,0,0,0
4,6.3,50.0,1,0,0,0
4,6.6,52.0,1,0,0,0
7,6.3,31.0,1,0,0,0
5,5.2,40.0,1,0,0,0
20,7.9,14.0,0,0,1,0
8,7.7,17.0,0,0,1,0
6,8.1,45.0,1,0,0,0
2,7.6,59.0,1,0,0,0
22,8.3,53.0,0,1,0,0
7,8.0,51.0,1,0,0,0
13,8.0,55.0,0,1,0,0
13,5.7,44.0,0,0,1,0
3,7.3,54.0,0,0,0,1
4,6.4,59.0,1,0,0,0
9,5.5,13.0,0,0,1,0
6,7.4,68.0,0,1,0,0
35,8.6,64.0,0,0,1,0
4,6.3,55.0,1,0,0,0
18,8.3,87.0,0,1,1,0
6,7.4,35.0,1,0,0,0
6,6.6,29.0,0,0,1,0
5,5.1,50.0,0,1,0,0
14,8.6,62.0,0,1,0,0
6,7.7,13.0,0,0,1,0
13,6.2,10.0,0,0,1,0
12,6.7,39.0,1,0,0,0
3,7.4,67.0,1,0,1,0
3,7.3,72.0,1,0,0,0
3,5.2,37.0,0,0,1,0
5,8.5,46.0,1,0,0,0
6,7.9,29.0,0,0,1,0
13,7.7,42.0,0,0,1,0
12,8.4,49.0,0,0,1,0
8,8.6,36.0,0,0,0,1
5,8.2,53.0,1,0,0,0
5,7.5,41.0,1,0,0,0
6,8.2,77.0,1,0,0,0
8,7.6,65.0,0,1,0,0
2,6.0,60.0,0,0,0,1
7,7.4,72.0,1,0,0,0
26,6.8,68.0,0,1,0,0
6,6.4,18.0,0,0,1,0
9,7.8,68.0,0,1,0,0
6,6.8,81.0,1,1,0,0
7,7.6,55.0,1,0,0,0
14,5.8,32.0,0,0,1,0
10,5.4,59.0,0,1,0,0
9,8.2,10.0,0,0,1,0
3,8.6,63.0,1,0,0,0
13,6.3,36.0,1,0,0,0
4,6.3,60.0,0,0,1,0
4,7.8,44.0,1,1,0,0
22,7.6,80.0,0,0,1,0
5,8.1,18.0,1,0,0,0
7,8.0,42.0,1,0,0,0
3,6.4,39.0,1,0,0,0
5,8.4,10.0,0,0,0,1
18,6.5,13.0,0,0,1,0
8,8.0,80.0,1,0,0,0
3,6.7,52.0,1,0,0,0
9,6.7,13.0,0,1,0,0
11,5.5,10.0,0,1,0,0
4,7.0,45.0,0,1,0,0
6,7.0,35.0,0,0,0,1
7,7.1,60.0,1,0,0,0
17,6.2,36.0,0,0,1,0
8,6.7,44.0,1,0,0,0
2,5.8,41.0,1,0,0,0
6,6.9,61.0,1,0,0,0
2,6.2,52.0,0,0,1,0
5,6.7,53.0,1,0,0,0
52,7.6,57.0,0,1,0,0
4,7.7,77.0,0,1,0,0
3,7.1,50.0,1,0,0,0
2,3.6,39.0,0,1,0,0
7,7.5,10.0,0,0,1,0
23,9.1,52.0,1,0,0,0
16,7.3,65.0,0,1,0,0
11,7.1,41.0,1,0,0,0
17,7.7,57.0,0,1,0,0
5,7.3,69.0,0,0,1,0
3,7.6,78.0,1,0,0,0
10,7.2,16.0,0,1,1,0
3,7.4,69.0,1,0,0,0
4,7.8,45.0,1,0,0,0
6,8.1,10.0,0,0,1,0
6,8.4,63.0,0,1,0,1
7,8.5,39.0,1,0,0,0
9,4.4,27.0,0,0,1,0
10,7.7,72.0,0,1,0,0
6,6.3,30.0,0,0,1,0
13,7.3,56.0,1,0,0,0
9,7.1,10.0,0,0,1,0
4,6.8,45.0,1,0,0,0
4,8.3,58.0,0,0,1,0
25,4.0,49.0,0,1,1,0
27,6.5,50.0,0,0,0,1
2,6.8,52.0,1,0,0,0
13,7.5,33.0,0,0,1,0
3,7.8,49.0,1,0,0,0
14,7.2,65.0,1,1,1,0
5,7.7,69.0,0,1,0,0
9,4.8,38.0,0,0,0,1
7,7.5,73.0,1,0,0,0
15,5.0,55.0,0,1,0,0
11,8.4,39.0,0,0,1,0
8,4.6,40.0,1,0,0,1
9,8.0,79.0,0,0,0,1
5,7.0,14.0,0,1,1,0
11,8.6,42.0,0,1,1,0
28,7.7,63.0,1,0,0,0
38,6.3,37.0,0,0,1,0
4,6.2,41.0,1,0,0,0
5,8.3,10.0,0,0,1,0
10,5.7,36.0,0,0,1,0
10,7.0,35.0,0,0,1,0
11,7.0,13.0,0,1,0,0
14,7.6,55.0,0,1,0,0
4,8.1,67.0,1,0,1,0
4,8.4,19.0,0,1,0,0
10,7.4,42.0,0,0,1,0
8,8.0,50.0,0,0,0,1
9,8.0,73.0,1,0,0,0
6,8.4,10.0,0,0,1,0
7,5.8,33.0,0,0,1,0
14,7.8,58.0,0,1,0,0
5,8.3,62.0,1,0,0,0
9,7.5,46.0,0,1,0,0
8,7.5,13.0,0,1,0,0
7,7.6,57.0,0,1,0,0
22,5.6,56.0,0,1,0,0
16,8.0,14.0,0,0,1,0
15,7.7,70.0,0,1,1,0
7,7.7,48.0,1,0,0,0
9,6.3,42.0,0,0,1,0
17,8.0,65.0,0,1,0,0
12,6.8,14.0,1,0,0,0
33,7.2,61.0,0,1,0,0
9,7.5,58.0,0,1,0,0
8,6.2,77.0,1,0,0,0
7,7.7,16.0,0,0,1,0
6,8.2,10.0,0,0,1,0
4,7.4,67.0,0,0,1,0
6,6.8,13.0,0,0,1,0
6,7.7,13.0,0,1,0,0
30,6.5,63.0,1,0,1,0
4,6.6,34.0,1,0,0,0
12,7.5,28.0,0,1,0,0
9,8.7,77.0,1,1,0,0
8,7.2,44.0,1,0,0,0
2,5.1,43.0,1,0,0,0
4,7.8,47.0,0,0,0,1
5,4.5,38.0,0,1,0,0
3,6.2,42.0,1,0,0,0
6,6.7,40.0,0,1,1,0
12,6.5,26.0,0,1,0,0
17,7.9,81.0,0,0,1,0
6,4.1,40.0,1,0,0,0
6,7.1,10.0,0,0,1,0
17,8.1,64.0,0,0,1,0
38,7.9,67.0,0,1,0,0
5,7.6,21.0,0,0,1,0
12,8.3,64.0,1,0,0,0
5,5.5,60.0,1,0,0,0
7,7.1,38.0,0,1,0,0
4,4.6,53.0,1,0,0,0
23,7.9,69.0,1,1,0,0
31,3.9,52.0,1,0,1,0
10,8.2,69.0,0,1,0,0
6,7.3,62.0,0,0,1,0
17,6.4,44.0,0,0,1,0
4,7.5,55.0,1,0,0,0
10,6.9,59.0,0,1,0,0
6,5.7,31.0,0,0,1,0
11,8.0,50.0,0,0,1,0
7,5.5,40.0,1,0,0,0
4,7.1,50.0,1,0,0,0
7,7.0,46.0,1,0,0,0
12,4.4,44.0,1,0,1,0
14,4.0,49.0,0,1,0,0
14,8.0,55.0,0,1,0,0
5,7.8,54.0,1,0,0,0
3,9.3,25.0,1,1,0,0
2,6.6,52.0,0,0,0,1
7,7.4,10.0,0,0,1,0
16,5.9,48.0,0,1,0,0
2,7.1,53.0,1,0,0,0
3,6.0,62.0,0,1,0,0
11,6.6,55.0,0,0,0,1
27,8.5,70.0,0,1,1,0
8,6.8,13.0,0,0,1,0
2,8.0,89.0,0,0,0,1
3,7.5,61.0,1,0,0,0
8,8.8,83.0,1,1,0,0
7,6.4,13.0,0,0,1,0
7,7.4,13.0,0,0,1,0
8,7.5,50.0,1,0,0,0
11,7.4,52.0,1,1,0,0
4,7.2,42.0,1,0,0,0
11,6.3,41.0,1,0,0,0
5,7.1,36.0,0,1,0,0
7,6.3,54.0,0,0,1,0
17,9.0,84.0,1,1,0,0
16,4.3,35.0,0,0,1,0
4,4.5,46.0,1,0,0,0
5,7.7,50.0,1,0,0,0
25,6.9,10.0,0,0,1,0
6,7.7,10.0,0,0,1,0
7,5.7,43.0,1,0,0,0
6,6.5,43.0,1,0,0,0
11,7.1,56.0,0,1,0,0
7,8.2,52.0,1,0,0,0
7,7.9,77.0,0,1,0,0
2,8.1,71.0,1,0,0,0
12,8.1,85.0,0,1,0,0
6,5.7,44.0,0,0,0,1
9,8.5,61.0,1,0,0,0
5,8.2,61.0,0,0,1,0
15,8.0,66.0,1,0,1,0
8,4.2,28.0,0,1,0,0
13,7.7,63.0,1,0,0,0
25,7.1,55.0,0,1,0,0
12,8.3,89.0,0,1,0,0
11,7.9,13.0,0,0,1,0
3,6.6,33.0,0,0,0,1
7,8.1,16.0,0,0,1,0
13,6.2,21.0,0,0,1,0
19,5.7,54.0,0,0,1,0
4,7.5,32.0,0,1,0,0
54,8.1,71.0,0,1,1,0
5,6.9,52.0,1,1,0,0
8,8.8,90.0,1,0,0,0
34,7.0,64.0,0,1,0,0
12,7.8,79.0,0,1,0,0
7,6.5,10.0,0,1,0,0
25,7.2,71.0,0,1,0,0
12,4.4,28.0,0,1,0,0
10,5.4,42.0,0,0,1,0
9,8.9,92.0,0,1,0,0
4,7.9,68.0,0,1,0,0
6,6.1,20.0,0,0,1,0
8,8.4,34.0,0,1,0,0
7,8.0,47.0,0,0,1,0
8,8.0,31.0,0,1,0,0
8,7.6,46.0,0,1,0,0
6,8.8,93.0,1,0,0,0
4,7.3,35.0,1,0,0,0
5,7.8,78.0,1,0,0,0
11,7.3,10.0,0,0,1,0
7,8.5,72.0,0,1,0,0
6,6.8,38.0,1,0,0,0
3,6.9,69.0,0,1,0,0
65,7.8,47.0,0,0,1,0
13,7.4,14.0,1,0,0,0
5,6.4,47.0,1,0,0,0
2,8.2,82.0,1,0,0,1
20,6.4,33.0,0,0,1,0
5,7.2,67.0,0,0,1,0
11,6.6,49.0,0,1,0,0
23,7.9,60.0,0,1,1,0
8,8.0,69.0,0,1,1,0
18,8.5,45.0,0,0,1,0
2,8.7,62.0,1,0,0,0
7,6.6,54.0,1,0,1,0
6,7.4,31.0,1,0,0,0
15,8.3,14.0,0,0,1,0
12,7.2,37.0,0,0,1,0
6,6.5,10.0,0,1,0,0
5,7.6,67.0,1,0,0,0
5,6.6,59.0,0,0,1,0
16,8.3,81.0,0,0,1,0
3,5.1,40.0,0,1,0,0
5,7.1,43.0,1,0,0,0
8,6.9,47.0,0,1,0,0
38,8.2,50.0,0,0,1,0
4,8.5,86.0,1,0,0,0
5,7.3,10.0,0,0,1,0
7,7.5,13.0,0,1,0,0
5,7.6,44.0,0,0,1,0
12,5.0,33.0,1,0,0,0
12,6.4,24.0,0,0,1,0
6,8.2,13.0,0,0,1,0
25,7.4,48.0,0,0,1,0
6,7.0,56.0,0,1,0,0
5,6.1,17.0,0,0,1,0
44,7.7,54.0,0,0,1,0
13,6.4,56.0,0,1,0,0
26,2.6,40.0,0,1,0,0
6,7.5,55.0,1,0,0,0
9,7.8,18.0,0,0,1,0
10,7.6,62.0,0,0,1,0
2,5.7,53.0,1,0,0,0
6,8.2,49.0,1,0,0,0
8,7.9,73.0,1,0,0,0
4,7.2,74.0,1,0,0,0
5,9.6,71.0,0,0,0,1
8,7.2,43.0,0,0,1,0
68,8.1,47.0,0,0,0,1
4,4.9,34.0,1,1,0,0
10,8.1,85.0,0,0,1,0
10,7.3,45.0,0,1,0,0
10,7.4,36.0,0,0,1,0
3,6.4,28.0,0,0,0,1
2,6.3,47.0,0,0,0,1
40,6.7,55.0,1,0,0,0
9,7.3,47.0,0,0,1,0
6,6.9,59.0,1,0,0,0
6,7.3,75.0,0,1,0,0
26,8.2,21.0,0,1,0,0
51,8.2,48.0,1,0,0,0
12,5.6,51.0,0,0,0,1
8,7.8,75.0,0,1,0,0
11,8.6,67.0,0,0,1,0
4,7.7,14.0,0,1,0,0
6,8.4,83.0,0,1,0,0
3,8.2,74.0,1,0,0,0
12,8.6,60.0,0,1,0,1
5,7.7,42.0,0,0,1,0
8,7.3,77.0,0,1,0,0
17,3.6,51.0,0,1,1,0
4,8.0,55.0,1,0,0,0
7,7.5,45.0,1,0,0,0
4,5.3,33.0,0,1,0,0
12,6.3,29.0,0,0,1,0
7,5.7,34.0,0,1,0,0
3,8.6,75.0,0,1,0,0
18,7.3,49.0,0,0,1,0
3,7.4,69.0,0,1,0,0
5,7.4,33.0,0,0,1,0
20,8.7,87.0,1,1,0,0
6,7.8,49.0,1,0,0,0
6,5.1,16.0,0,0,1,0
9,6.7,68.0,1,0,0,0
12,5.9,36.0,0,1,0,0
14,7.5,64.0,0,1,0,0
10,7.1,10.0,0,1,0,0
16,7.6,59.0,0,1,0,0
21,7.0,38.0,0,0,1,0
14,7.6,76.0,0,1,0,0
5,8.4,13.0,0,0,1,0
4,7.8,47.0,1,0,0,0
55,8.4,51.0,0,1,0,0
25,8.9,80.0,0,1,0,0
4,6.6,38.0,0,0,1,0
5,7.6,59.0,1,0,0,0
24,8.4,64.0,0,0,1,0
6,7.4,49.0,0,1,1,0
5,6.7,65.0,1,0,0,0
21,5.8,39.0,0,0,1,0
7,8.1,71.0,0,1,0,0
4,7.2,54.0,0,1,0,1
6,5.3,10.0,0,0,1,0
3,8.5,83.0,0,1,0,0
5,7.2,46.0,0,0,1,0
5,6.9,54.0,1,0,0,0
13,6.6,46.0,0,0,1,0
18,7.8,62.0,0,1,0,0
34,8.8,93.0,0,1,0,0
50,8.1,58.0,0,0,0,1
10,6.2,57.0,1,0,0,0
2,7.6,47.0,1,0,0,0
13,3.0,41.0,0,1,0,0
8,8.3,63.0,0,1,0,0
6,7.0,66.0,1,0,0,0
5,7.7,55.0,0,1,0,0
7,7.3,17.0,0,0,1,0
20,7.1,31.0,1,0,0,0
18,6.5,51.0,0,0,1,0
4,4.5,35.0,0,1,0,0
7,5.8,37.0,1,0,0,0
7,5.9,13.0,0,0,1,0
18,5.4,34.0,1,0,0,0
4,5.4,34.0,0,1,0,0
6,7.2,34.0,0,0,1,0
23,3.6,53.0,0,1,0,0
6,8.8,10.0,0,0,1,0
22,8.8,13.0,0,0,1,0
7,7.8,55.0,0,1,0,0
15,4.2,43.0,0,0,1,0
5,6.2,21.0,1,0,0,0
4,6.2,70.0,1,0,0,0
21,6.1,42.0,0,1,0,0
21,7.1,39.0,0,0,1,0
4,6.9,52.0,1,0,0,0
6,8.3,44.0,1,0,0,0
3,7.9,52.0,1,0,0,0
8,7.8,59.0,0,1,0,0
8,7.6,10.0,1,0,0,0
8,8.1,74.0,0,1,0,0
30,6.4,52.0,0,0,1,0
9,8.1,33.0,0,1,0,0
5,8.0,59.0,1,0,0,0
10,8.0,87.0,1,0,0,0
12,4.3,55.0,1,0,1,0
7,6.5,10.0,0,0,1,0
4,6.5,39.0,1,0,0,0
15,7.3,37.0,1,0,0,0
7,8.4,85.0,1,0,0,0
15,7.6,28.0,0,1,0,0
2,7.5,87.0,1,0,0,0
4,6.3,50.0,1,0,0,0
3,7.6,67.0,1,0,0,0
21,6.4,64.0,0,1,0,0
21,7.7,58.0,0,1,0,0
6,7.7,79.0,1,0,0,0
38,6.1,49.0,0,0,0,1
7,7.0,52.0,0,1,0,0
10,7.0,48.0,0,1,0,0
4,6.8,55.0,0,1,0,0
5,7.1,48.0,0,0,1,0
7,8.0,76.0,0,1,0,0
4,5.5,29.0,1,0,0,0
14,8.2,81.0,0,1,0,0
5,7.0,35.0,1,0,0,0
19,6.0,41.0,0,0,1,0
11,7.0,22.0,0,0,1,0
5,8.6,41.0,1,0,0,0
6,8.3,37.0,1,0,0,0
3,6.2,47.0,1,0,0,0
5,5.6,36.0,1,0,0,0
6,3.3,40.0,1,0,0,0
3,7.5,61.0,1,0,0,0
11,6.9,54.0,1,0,0,0
18,6.9,49.0,0,0,1,0
5,6.8,72.0,0,0,1,0
4,7.9,51.0,1,0,0,0
17,4.1,49.0,0,1,0,0
40,8.1,46.0,0,0,1,0
8,7.6,79.0,1,0,0,0
9,6.7,42.0,0,1,0,0
6,6.6,13.0,0,0,1,0
21,8.1,54.0,0,0,1,0
7,5.5,42.0,0,1,0,0
11,8.3,78.0,0,1,0,0
20,6.6,14.0,0,0,1,0
4,7.5,64.0,1,0,0,0
11,8.4,32.0,0,1,0,0
6,6.5,10.0,0,0,1,0
7,7.8,16.0,0,1,0,0
6,7.4,14.0,0,1,0,0
6,8.1,70.0,1,0,0,0
4,7.7,35.0,0,0,0,1
16,8.6,82.0,0,1,0,0
16,6.1,40.0,1,0,0,0
15,6.7,39.0,0,0,0,1
2,7.4,45.0,0,1,0,0
11,6.7,47.0,0,0,0,1
8,8.4,75.0,0,1,0,0
5,6.2,48.0,1,0,1,0
4,8.4,78.0,0,0,1,0
5,7.1,48.0,0,0,1,0
4,7.7,62.0,1,0,0,0
9,5.1,47.0,0,1,0,0
5,3.8,54.0,1,0,0,0
8,7.8,23.0,0,0,1,0
7,7.2,45.0,1,0,1,0
5,4.4,14.0,0,1,0,0
25,7.5,48.0,0,0,0,1
4,6.0,47.0,1,0,0,0
15,4.3,27.0,1,0,0,0
3,7.6,61.0,1,0,0,0
6,7.7,65.0,1,0,0,0
13,8.3,32.0,0,0,1,0
22,7.6,31.0,0,0,1,0
2,7.1,70.0,1,0,0,0
6,8.2,21.0,0,0,1,0
6,5.5,14.0,0,1,0,0
4,4.3,34.0,1,0,1,0
5,8.8,74.0,0,0,0,1
10,9.1,13.0,1,0,0,0
4,6.7,55.0,0,0,1,0
9,6.9,55.0,1,0,0,0
5,7.5,14.0,0,1,0,0
11,7.1,39.0,0,0,0,1
6,5.8,16.0,0,0,1,0
5,8.0,73.0,0,1,0,1
14,7.3,67.0,0,1,0,1
13,8.3,50.0,1,0,0,0
5,8.0,38.0,1,0,0,0
17,8.8,55.0,1,0,0,0
3,6.4,49.0,1,0,0,0
7,7.3,14.0,1,0,0,0
2,7.5,61.0,1,0,0,0
6,8.3,90.0,1,0,0,0
15,7.3,59.0,0,1,0,0
14,8.2,67.0,0,1,0,0
3,6.5,61.0,0,0,1,0
8,3.4,42.0,0,1,0,0
4,8.1,37.0,0,0,0,1
5,7.7,55.0,1,0,0,0
3,8.6,44.0,1,0,0,0
8,8.8,31.0,0,1,0,0
5,6.0,31.0,0,0,1,0
9,7.1,50.0,0,1,0,0
3,7.5,77.0,1,0,0,0
36,5.7,39.0,0,0,1,0
53,6.8,14.0,0,0,1,0
6,7.6,79.0,1,0,0,0
11,6.7,50.0,0,1,0,0
14,6.7,76.0,1,0,1,0
15,4.6,24.0,0,0,1,0
11,6.0,47.0,0,1,0,0
11,7.4,56.0,0,0,1,0
10,7.4,14.0,0,1,0,0
14,4.7,53.0,0,0,0,1
13,8.4,37.0,0,0,1,0
9,7.6,31.0,1,1,0,0
2,6.9,45.0,0,0,0,1
9,8.2,37.0,0,0,1,0
3,9.0,46.0,0,0,0,1
9,5.1,37.0,0,1,0,0
8,7.4,14.0,0,0,1,0
7,6.0,36.0,1,0,0,0
3,8.2,51.0,0,0,0,1
6,7.5,19.0,0,1,0,0
62,7.6,16.0,0,0,1,0
8,7.2,40.0,0,1,0,0
11,6.4,29.0,0,0,1,0
13,6.3,57.0,0,1,1,0
11,9.0,43.0,0,1,1,0
5,7.8,42.0,1,0,0,0
9,6.9,51.0,0,1,0,0
13,7.0,30.0,1,0,0,0
9,5.7,40.0,0,0,1,0
5,5.3,46.0,1,0,0,0
7,5.2,37.0,0,1,0,1
19,5.4,42.0,0,0,1,0
2,8.0,49.0,1,0,0,0
5,7.3,66.0,0,0,1,0
12,6.5,10.0,0,1,0,0
9,6.9,47.0,0,1,0,0
8,7.4,75.0,0,1,0,0
3,4.4,36.0,1,0,0,0
54,6.7,63.0,0,1,0,0
22,7.0,56.0,0,0,1,0
9,4.5,10.0,0,0,1,0
6,6.6,66.0,0,1,0,0
9,5.7,61.0,1,0,0,0
6,7.1,38.0,0,1,0,0
11,7.7,10.0,0,0,1,0
5,7.2,63.0,1,0,0,0
4,6.8,74.0,1,0,0,0
5,7.1,36.0,0,0,1,0
11,8.1,56.0,1,0,0,0
29,7.8,62.0,1,0,0,0
4,6.4,50.0,0,1,0,0
5,8.6,55.0,1,0,0,0
5,7.6,45.0,0,1,0,0
5,7.8,68.0,0,0,1,0
6,6.3,14.0,0,0,1,0
25,7.0,49.0,0,1,0,0
11,7.1,47.0,0,0,1,0
3,8.0,65.0,1,0,0,0
9,8.1,59.0,0,1,0,0
8,7.4,64.0,1,1,0,0
10,7.5,62.0,1,0,0,0
4,7.7,47.0,1,1,0,0
7,7.4,38.0,0,0,1,0
6,9.2,20.0,1,0,0,0
5,7.6,66.0,0,1,0,0
35,8.3,55.0,0,0,1,0
3,7.2,43.0,0,0,0,1
12,8.5,41.0,1,0,0,0
6,7.9,72.0,0,1,0,0
5,7.5,72.0,1,0,0,0
14,8.8,62.0,0,1,1,0
5,6.5,10.0,0,0,1,0
18,7.4,31.0,0,0,1,0
9,6.8,50.0,1,0,0,0
4,7.8,49.0,0,0,1,0
4,8.0,76.0,0,1,0,0
4,6.2,44.0,1,0,1,0
